año,escuela,estado,municipio,comunidad,riesgo,longitud,latitud
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.3702639268516,16.886120916988
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
2017.0,,Chiapas,San Cristóbal de las Casas,,alto,-92.6499535232897,16.7289800692057
